text,label
"  The first neutron star-neutron star (NS-NS) merger was discovered on August
17, 2017 through gravitational waves (GW170817) and followed with
electromagnetic observations. This merger was detected in an old elliptical
galaxy with no recent star formation. We perform a suite of numerical
calculations to understand the formation mechanism of this merger. We probe
three leading formation mechanisms of double compact objects: classical
isolated binary star evolution, dynamical evolution in globular clusters and
nuclear cluster formation to test whether they are likely to produce NS-NS
mergers in old host galaxies. Our simulations with optimistic assumptions show
current NS-NS merger rates at the level of 10^-2 yr^-1 from binary stars, 5 x
10^-5 yr^-1 from globular clusters and 10^-5 yr^-1 from nuclear clusters for
all local elliptical galaxies (within 100 Mpc^3). These models are thus in
tension with the detection of GW170817 with an observed rate 1.5 yr^-1 (per 100
Mpc^3; LIGO/Virgo estimate). Our results imply that either (i) the detection of
GW170817 by LIGO/Virgo at their current sensitivity in an elliptical galaxy is
a statistical coincidence; or that (ii) physics in at least one of our three
models is incomplete in the context of the evolution of stars that can form
NS-NS mergers; or that (iii) another very efficient (unknown) formation channel
with a long delay time between star formation and merger is at play.
",astro-ph
"  After a polemical introduction about the proper activity of an astrophysicist
facing a dominant theoretical model and many Tb of highly informative data, I
review a few recent results on the properties of galaxies in the nearby
(redshift one-tenth) Universe that directly bear on physical cosmology. In one
example, I show that there are a number of ways of measuring, or strongly
constraining, massive galaxy-galaxy major merger rates, which are predicted
with limited uncertainties in the current generation of models. In another, I
show that we can go beyond ""correlations"" between individual galaxy properties
and ""environment"". Our results show that it is galaxy star-formation
histories--not their morphologies--that are sensitive to environmental density.
I look forward to a future, perhaps not that far away, in which these results
guide a fundamental modification to our theoretical assumptions, though I fear
that the dominant paradigm may not require subversion.
",astro-ph
"  In this paper, a mixed integer linear programming (MILP) formulation is
proposed to solve the dynamic economic dispatch with valve-point effect
(DED-VPE). Based on piecewise linearization technique, the non-convex and
non-smooth generation cost is reformulated into a linear lower approximation
which is better than the quadratic one, yielding an MILP formulation for the
DED-VPE. When the segment parameter is set appropriately, the MILP formulation
can be solved by a mixed integer programming (MIP) solver directly and
efficiently. Thus, a global optimal solution within a preset tolerance can be
guaranteed for the MILP formulation. Simulation results show that the proposed
MILP formulation can be solved to reliable solutions in reasonable time.
",math
"  We study the critical behavior of Boolean variables on scale-free networks
with competing interactions (Ising spin glasses). Our analytical results for
the disorder-network-decay-exponent phase diagram are verified using Monte
Carlo simulations. When the probability of positive (ferromagnetic) and
negative (antiferromagnetic) interactions is the same, the system undergoes a
finite-temperature spin-glass transition if the exponent that describes the
decay of the interaction degree in the scale-free graph is strictly larger than
3. However, when the exponent is equal to or less than 3, a spin-glass phase is
stable for all temperatures. The robustness of both the ferromagnetic and
spin-glass phases suggests that Boolean decision problems on scale-free
networks are quite stable to local perturbations. Finally, we show that for a
given decay exponent spin glasses on scale-free networks seem to obey
universality. Furthermore, when the decay exponent of the interaction degree is
larger than 4 in the spin-glass sector, the universality class is the same as
for the mean-field Sherrington-Kirkpatrick Ising spin glass.
",cond-mat
"  We obtained 877 images of active asteroid 6478 Gault on 41 nights from
January 10th to June 8th, 2019, using several telescopes. We created the phase,
secular and rotational light curves of Gault, from which several physical
parameters can be derived. From the phase plot we find that no phase effect was
evident. This implies that an optically thick cloud of dust surrounded the
nucleus hiding the surface. The secular light curve (SLC) shows several zones
of activity the origin of which is speculative. From the SLC plots a robust
absolute magnitude can be derived and we find mV(1,1,alpha) = 16.11+-0.05. We
also found a rotational period Prot = 3.360+-0.005 h and show evidence that
6478 might be a binary. The parameters of the pair are derived. Previous works
have concluded that 6478 is in a state of rotational disruption and the above
rotational period supports this result. Our conclusion is that 6478 Gault is a
suffocated comet getting rid of its suffocation by expelling surface dust into
space using the centrifugal force. This is an evolutionary stage in the
lifetime of some comets. Besides being a main belt comet (MBC) the object is
classified as a dormant Methuselah Lazarus comet.
",astro-ph
"  We give a systematic construction of epimorphisms between 2-bridge link
groups. Moreover, we show that 2-bridge links having such an epimorphism
between their link groups are related by a map between the ambient spaces which
only have a certain specific kind of singularity. We show applications of these
epimorphisms to the character varieties for 2-bridge links and pi_1-dominating
maps among 3-manifolds.
",math
"  We consider a problem of whether a property of holomorphic curves on a subset
$X$ of the complex plane can be extended to the whole complex plane. In this
paper, the property we consider is uniqueness of holomorphic curves. We
introduce the propagation set. Simply speaking, $X$ is a propagation set if
linear relation of holomorphic curves on the part of preimage of hyperplanes
contained in $X$ can be extended to the whole complex plane. If the holomorphic
curves are of infinite order, we prove the existence of a propagation set which
is the union of a sequence of disks (In fact, the method applies to the case of
finite order). For a general case, the union of a sequence of annuli will be a
propagation set. The classic five-value theorem and four-value theorem of R.
Nevanlinna are established in such propagation sets.
",math
"  Radial-velocity variations of the H-alpha emission measured on the steep
wings of the H-alpha line, prewhitened for the long-time changes, vary
periodically with a period of (218.025 +/- 0.022)d, confirming the suspected
binary nature of the bright Be star Pleione, a member of the Pleiades cluster.
The orbit seems to have a high eccentricity over 0.7, but we also briefly
discuss the possibility that the true orbit is circular and that the
eccentricity is spurious owing to the phase-dependent effects of the
circumstellar matter. The projected angular separation of the spectroscopic
orbit is large enough to allow the detection of the binary with large optical
interferometers, provided the magnitude difference primary - secondary is not
too large. Since our data cover the onset of a new shell phase up to
development of a metallic shell spectrum, we also briefly discuss the recent
long-term changes. We confirm the formation of a new envelope, coexisting with
the previous one, at the onset of the new shell phase. We find that the full
width at half maximum of the H-alpha profile has been decreasing with time for
both envelopes. In this connection, we briefly discuss Hirata's hypothesis of
precessing gaseous disk and possible alternative scenarios of the observed
long-term changes.
",astro-ph
"  Molecules that trace the high-density regions of the interstellar medium may
be used to evaluate the changing physical and chemical environment during the
ongoing nuclear activity in (Ultra-)Luminous Infrared Galaxies. The changing
ratios of the HCN(1-0), HNC(1-0), HCO+(1-0), CN(1-0) and CN(2-1), and CS(3-2)
transitions were compared with the HCN(1-0)/CO(1-0) ratio, which is proposed to
represent the progression time scale of the starburst. These diagnostic
diagrams were interpreted using the results of theoretical modeling using a
large physical and chemical network to describe the state of the nuclear ISM in
the evolving galaxies. Systematic changes are seen in the line ratios as the
sources evolve from early stage for the nuclear starburst (ULIRGs) to later
stages. These changes result from changing environmental conditions and
particularly from the lowering of the average density of the medium. A
temperature rise due to mechanical heating of the medium by feedback explains
the lowering of the ratios at later evolutionary stages. Infrared pumping may
affect the CN and HNC line ratios during early evolutionary stages. Molecular
transitions display a behavior that relates to changes of the environment
during an evolving nuclear starburst. Molecular properties may be used to
designate the evolutionary stage of the nuclear starburst. The HCN(1-0)/CO(1-0)
and HCO+(1-0)/HCN(1-0) ratios serve as indicators of the time evolution of the
outburst.
",astro-ph
"  Similarity-preserving hashing is a commonly used method for nearest neighbour
search in large-scale image retrieval. For image retrieval, deep-networks-based
hashing methods are appealing since they can simultaneously learn effective
image representations and compact hash codes. This paper focuses on
deep-networks-based hashing for multi-label images, each of which may contain
objects of multiple categories. In most existing hashing methods, each image is
represented by one piece of hash code, which is referred to as semantic
hashing. This setting may be suboptimal for multi-label image retrieval. To
solve this problem, we propose a deep architecture that learns
\textbf{instance-aware} image representations for multi-label image data, which
are organized in multiple groups, with each group containing the features for
one category. The instance-aware representations not only bring advantages to
semantic hashing, but also can be used in category-aware hashing, in which an
image is represented by multiple pieces of hash codes and each piece of code
corresponds to a category. Extensive evaluations conducted on several benchmark
datasets demonstrate that, for both semantic hashing and category-aware
hashing, the proposed method shows substantial improvement over the
state-of-the-art supervised and unsupervised hashing methods.
",cs
"  We have carried out high-resolution (~3') HI and CO line observations of
GW46.4+5.5 and analyzed available IR and radio emission survey data. GW46.4+5.5
appears as a long filamentary structure extending vertically from the Galactic
plane in both far-IR and radio continuum maps. The I_60/I_100 ratio in the worm
is estimated to be 0.29+-0.05, which is significantly higher than the value for
the solar neighborhood. The high ratio is consistent with a hypothesis that the
dusts in the worms have been processed by interstellar shocks. The radio
continuum emission from the worm has a spectral index of -0.47 and does not
correlate with I_60. Thus, most of the radio continuum emission is likely to be
nonthermal. Our HI observations show that the HI gas is clumpy. We detected two
molecular clouds associated with the HI peaks. The molecular clouds do not
appear to be gravitationally bound. Using the Leiden-Dwingeloo HI data, we
identify an expanding HI supershell associated with GW46.4+5.5, which is a size
of 14^o*22^o. The supershell appears between 18 and 40 km/s, and decreases
slowly in size as the velocity increases. An averaged l-v diagram reveals that
the supershell has a central velocity of ~18 km/s (d_kin=1.4 kpc) and an
expansion velocity of ~15 km/s. The structure is also visible in adio continuum
maps. The observed molecular clouds might have condensed out of
shock-compressed gas in GW46.4+5.5 because they are closely associated with the
HI gas in velocity as well as in position. Their altitudes are 80 and 100 pc,
respectively, and their physical properties are very similar to those of the
high-altitude clouds. Our results suggest that at least some of the
high-altitude clouds might have formed in Galactic worms (or HI supershells).
",astro-ph
"  Experimental systems with a first order phase transition will often exhibit
hysteresis when out of equilibrium. If defects are present, the hysteresis loop
can have different shapes: with small disorder the hysteresis loop has a
macroscopic jump, while for large disorder the hysteresis loop is smooth. The
transition between these two shapes is critical, with diverging length scales
and power laws. We simulate such a system with the zero temperature random
field Ising model, in 2, 3, 4, 5, 7, and 9 dimensions, with systems of up to
1000^3 spins, and find the critical exponents from scaling collapses of several
measurements. The numerical results agree well with the analytical predictions
from a renormalization group calculation.
",cond-mat
"  Large-scale companies commonly face the challenge of managing relevant
knowledge between different organizational groups, particularly in increasingly
agile contexts. In previous studies, we found the importance of analyzing
methodological islands (i.e., groups using different development methods than
the surrounding organization) and boundary objects between them. In this paper,
we propose a metamodel to better capture and analyze coordination and knowledge
management in practice. Such a metamodel can allow practitioners to describe
current practices, analyze issues, and design better-suited coordination
mechanisms. We evaluated the conceptual model together with four large-scale
companies developing complex systems. In particular, we derived an initial list
of bad smells that can be leveraged to detect issues and devise suitable
improvement strategies for inter-team coordination in large-scale development.
We present the model, smells, and our evaluation results.
",cs
"  Multiple accesses are common for most mobile devices today. This
technological advance opens up a new design space for improving the
communication performance of mobile devices. Multipath TCP is a TCP extension
that enables using multiple network paths between two end systems for a single
TCP connection, increasing performance and reliability. Meanwhile, when
operating multiple active interfaces, multipath-TCP also consumes substantial
more power and drains out bettery faster than using one interface. Thus,
enabling Multipath TCP on mobile devices brings in new challenges. In this
paper, we theoretically analyze the underlying design choices given by the
Multipath TCP. In particular, we theoretically formulate the rela- tion between
performance (throughput) and energy consumption for Multipath TCP. We find that
sometime the throughput and energy consumption can be concurrently improved.
",cs
"  The magnetic structure of the double perovskite compound Sr$_2$CuTeO$_6$ was
determined from neutron powder diffraction data. This material is magnetically
described as an $S\,{=}\,1/2$ quasi-two-dimensional square-lattice Heisenberg
model with antiferromagnetic nearest-neighbor and next-nearest-neighbor
interactions. Sr$_2$CuTeO$_6$ undergoes a magnetic phase transition at $T_{\rm
N}\,{\simeq}\,29\,$ K. The spin structure below $T_{\rm N}$ is N\'{e}el
antiferromagnetic on the square lattice, which means that the nearest-neighbor
interaction ($J_1$) is stronger than the next-nearest-neighbor interaction
($J_2$), in contrast to other isostructural compounds such as Ba$_2$CuWO$_6$
and Sr$_2$CuWO$_6$, for which $|J_1|\,{<}\,|J_2|$ is realized.
",cond-mat
"  We will explore the nature of when certain finite groups have an equal
covering, and when finite groups do not. Not to be confused with the concept of
a cover group, a covering of a group is a collection of proper subgroups whose
set-theoretic union is the original group. We will discuss the history of what
has been researched in the topic of coverings, and as well as mention some
findings in concepts related to equal coverings such as that of equal partition
of a group. We develop some useful theorems that will aid us in determining
whether a finite group has an equal covering or not. In addition, for when a
theorem may not be entirely useful to examine a certain group we will turn to
using \texttt{\texttt{GAP}} (Groups, Algorithms, Programming) for computational
arguments.
",math
"  Context. The putative tori surrounding the accretion disks of active galactic
nuclei (AGNs) play a fundamental role in the unification scheme of AGNs.
Infrared long-baseline interferometry allows us to study the inner dust
distribution in AGNs with unprecedented spatial resolution over a wide infrared
wavelength range.
  Aims. Near- and mid-infrared interferometry is used to investigate the
milli-arcsecond-scale dust distribution in the type 1.5 Seyfert nucleus of NGC
3783.
  Methods. We observed NGC 3783 with the VLTI/AMBER instrument in the K-band
and compared our observations with models.
  Results. From the K-band observations, we derive a ring-fit torus radius of
0.74 +/- 0.23 mas or 0.16 +/- 0.05 pc. We compare this size with infrared
interferometric observations of other AGNs and UV/optical-infrared
reverberation measurements. For the interpretation of our observations, we
simultaneously model our near- and mid-infrared visibilities and the SED with a
temperature/density-gradient model including an additional inner hot 1400 K
ring component.
",astro-ph
"  We study anisotropic antiferromagnetic one-layer films with dipolar and
nearest-neighbor exchange interactions. We obtain a unified phase diagram as a
function of effective uniaxial D_e and quadrupolar C anisotropy constants. We
study in some detail how spins reorient continuously below a temperature T_s as
T and D_e vary.
",cond-mat
"  Long-term vertebral fractures severely affect the life quality of patients,
causing kyphotic, lumbar deformity and even paralysis. Computed tomography (CT)
is a common clinical examination to screen for this disease at early stages.
However, the faint radiological appearances and unspecific symptoms lead to a
high risk of missed diagnosis, especially for the mild vertebral fractures. In
this paper, we argue that reinforcing the faint fracture features to encourage
the inter-class separability is the key to improving the accuracy. Motivated by
this, we propose a supervised contrastive learning based model to estimate
Genent's Grade of vertebral fracture with CT scans. The supervised contrastive
learning, as an auxiliary task, narrows the distance of features within the
same class while pushing others away, enhancing the model's capability of
capturing subtle features of vertebral fractures. Our method has a specificity
of 99% and a sensitivity of 85% in binary classification, and a macro-F1 of 77%
in multi-class classification, indicating that contrastive learning
significantly improves the accuracy of vertebrae fracture screening.
Considering the lack of datasets in this field, we construct a database
including 208 samples annotated by experienced radiologists. Our desensitized
data and codes will be made publicly available for the community.
",cs
"  We derive, from the Gross-Pitaevskii equation, an exact expression for the
velocity of any vortex in a Bose-Einstein condensate, in equilibrium or not, in
terms of the condensate wave function at the center of the vortex. In general,
the vortex velocity is a sum of the local superfluid velocity, plus a
correction related to the density gradient near the vortex. A consequence is
that in rapidly rotating harmonically trapped Bose-Einstein condensates, unlike
in the usual situation in slowly rotating condensates and in hydrodynamics,
vortices do not move with the local fluid velocity. We indicate how Kelvin's
conservation of circulation theorem is compatible with the velocity of the
vortex center being different from the local fluid velocity. Finally we derive
an exact wave function for a single vortex near the rotation axis in a weakly
interacting system, from which we derive the vortex precession rate.
",cond-mat
"  This article presents a necessary and sufficient theorem for N numbers,
coprime two by two, to be prime simultaneously. It generalizes V. Popa's
theorem, as well as I. Cucurezeanu's theorem, Clement's theorem, S. Patrizio's
theorems, etc. Particularly, this General Theorem offers many characterizations
for twin primes, for quadruple primes, and so on.
",math
"  We study quantum ferrimagnets in one, two, and three dimensions by using a
variety of methods and approximations. These include: (i) a treatment based on
the spin coherent state path-integral formulation of quantum ferrimagnets by
taking into account the leading order quantum and thermal fluctuations (ii) a
field-theoretical (non-linear $\sigma$-model type) formulation of the special
case of one-dimensional quantum ferrimagnets at zero temperature (iii) an
effective description in terms of dimers and quantum rotors, and (iv) a quantum
renormalization group study of ferrimagnetic Heisenberg chains. Some of the
formalism discussed here can be used for a unified treatment of both
ferromagnets and antiferromagnets in the semiclassical limit. We show that the
low (high) energy effective Hamiltonian of a (S_1, S_2) Heisenberg ferrimagnet
is a ferromagnetic (antiferromagnetic) Heisenberg model. We also study the
phase diagram of quantum ferrimagnets in the presence of an external magnetic
field h ($h_{c1} < h < h_{c2}$) and show that the low- and the high-field
phases correspond respectively to the classical N\'eel and the fully polarized
ferromagnetic states. We also calculate the transition temperature for the
Berezinskii-Kosterlitz-Thouless phase transition in the special case of
two-dimensional quantum ferrimagnets.
",cond-mat
"  We provide the existence of new degree growths in the context of polynomial
automorphisms of $\mathbb{C}^k$: if $k$ is an integer $\geq 3$, then for any
$\ell\leq \left[\frac{k-1}{2}\right]$ there exist polynomial automorphisms $f$
of $\mathbb{C}^k$ such that $\mathrm{deg}\, f^n\sim n^\ell$. We also give
counter-examples in dimension $k\geq 3$ to some classical properties satisfied
by polynomial automorphisms of $\mathbb{C}^2$.
  We provide the existence of new degree growths in the context of birational
maps of $\mathbb{P}^k_\mathbb{C}$: assume $k\geq 3$; forall $0\leq\ell\leq k$
there exist birational maps $\phi$ of $\mathbb{P}^k_\mathbb{C}$ such that
$\mathrm{deg}\, \phi^n\sim n^\ell$.
",math
"  We present SEMBED, an approach for embedding an egocentric object interaction
video in a semantic-visual graph to estimate the probability distribution over
its potential semantic labels. When object interactions are annotated using
unbounded choice of verbs, we embrace the wealth and ambiguity of these labels
by capturing the semantic relationships as well as the visual similarities over
motion and appearance features. We show how SEMBED can interpret a challenging
dataset of 1225 freely annotated egocentric videos, outperforming SVM
classification by more than 5%.
",cs
"  Let $\mathfrak g$ be a semisimple Lie algebra, $\vartheta\in {\sf
Aut}(\mathfrak g)$ a finite order automorphism, and $\mathfrak g_0$ the
subalgebra of fixed points of $\vartheta$. Recently, we noticed that using
$\vartheta$ one can construct a pencil of compatible Poisson brackets on
$\mathcal S(\mathfrak g)$, and thereby a `large' Poisson-commutative subalgebra
$\mathcal Z(\mathfrak g,\vartheta)$ of $\mathcal S(\mathfrak g)^{\mathfrak
g_0}$. In this article, we study invariant-theoretic properties of $(\mathfrak
g,\vartheta)$ that ensure good properties of $\mathcal Z(\mathfrak
g,\vartheta)$. Associated with $\vartheta$ one has a natural Lie algebra
contraction $\mathfrak g_{(0)}$ of $\mathfrak g$ and the notion of a good
generating system (=g.g.s.) in $\mathcal S(\mathfrak g)^\mathfrak g$. We prove
that in many cases the equality ${\mathsf{ind\,}}\mathfrak
g_{(0)}={\mathsf{ind\,}}\mathfrak g$ holds and $\mathcal S(\mathfrak
g)^\mathfrak g$ has a g.g.s. According to V.G. Kac's classification of finite
order automorphisms (1969), $\vartheta$ can be represented by a Kac diagram,
$\mathcal K(\vartheta)$, and our results often use this presentation. The most
surprising observation is that $\mathfrak g_{(0)}$ depends only on the set of
nodes in $\mathcal K(\vartheta)$ with nonzero labels, and that if $\vartheta$
is inner and a certain label is nonzero, then $\mathfrak g_{(0)}$ is isomorphic
to a parabolic contraction of $\mathfrak g$.
",math
"  Hardware (HW) security issues have been emerging at an alarming rate in
recent years. Transient execution attacks, in particular, pose a genuine threat
to the security of modern computing systems. Despite recent advances,
understanding the intricate implications of microarchitectural design decisions
on processor security remains a great challenge and has caused a number of
update cycles in the past. number of update cycles in the past. This papers
addresses the need for a new approach to HW sign-off verification which
guarantees the security of processors at the Register Transfer Level (RTL). To
this end, we introduce a formal definition of security with respect to
transient execution attacks, formulated as a HW property. We present a formal
proof methodology based on Unique Program Execution Checking (UPEC) which can
be used to systematically detect all vulnerabilities to transient execution
attacks in RTL designs. UPEC does not exploit any a priori knowledge on known
attacks and can therefore detect also vulnerabilities based on new, so far
unknown, types of channels. This is demonstrated by two new attack scenarios
discovered in our experiments with UPEC. UPEC scales to a wide range of HW
designs, including in-order processors (RocketChip), pipelines with
out-of-order writeback (Ariane), and processors with deep out-of-order
speculative execution (BOOM). To the best of our knowledge, UPEC is the first
RTL verification technique that exhaustively covers transient execution side
channels in processors of realistic complexity.
",cs
"  We study vortex lattices (VLs) in superconducting weak-pinning platelet-like
crystals of $\beta$-Bi$_{2}$Pd in tilted fields with a Scanning Tunneling
Microscope. We show that vortices exit the sample perpendicular to the surface
and are thus bent beneath the surface. The structure and orientation of tilted
VL in the bulk are, for large tilt angles, strongly affected by Coulomb-type
intervortex repulsion at the surface due to stray fields.
",cond-mat
"  The paper considers one-dimensional flows of polytropic (calorically ideal)
gas. These flows include three cases of gas dynamics: plain one-dimensional
flows (one-dimensional space), radially symmetric flows in two-dimensional
space and spherically symmetric flows in three-dimensional space. Starting with
the difference schemes which have conservation laws of mass and energy (as well
as conservation of momentum and the center of mass motion for the plain
one-dimensional flows), we find difference schemes which also have additional
conservation laws for the special values of the adiabatic exponent $\gamma = 1
+ 1 /d $, where $d$ is the space dimension.
",math
"  In this work we discuss the technique of using molecular gas kinematics (or
the kinematics of any dynamically cold tracer) to estimate black hole masses.
We present a figure of merit that will be useful in defining future
observational campaigns, and discuss its implications. We show that, in
principle, one can estimate black-hole masses using data that only resolve
scales ~2 times the formal black hole sphere of influence, and confirm this by
reanalysing lower resolution observations of the molecular gas around the black
hole in NGC4526. We go on to discuss the effect that angular resolution,
velocity resolution and the depth of the galaxies potential have on the ability
to estimate black hole masses, and conclude by discussing prospects for the
future. Once ALMA is fully operational, we find that over 10^5 local galaxies
with massive black holes will be observable, and that given sufficient surface
brightness sensitivity one could measure the mass of a >4x10^8 Msun black hole
at any redshift.
",astro-ph
"  Secured Position Location and Tracking (PL&T) scheme is developed for
multiple malicious radios or nodes detection using integrated key based strict
friendly scheme and position location and tracking by multi-sectored based
multiple target's PL&T. The friendly and malicious nodes detection is based on
the integrated key consisting of symmetric keys, geographic location and round
trip response time. Two strictly friend references dynamically form the
tracking zone over the detected multiple malicious nodes using the
multi-sectored adaptive beam forming. This PL&T technique is robust, precise,
scalable, and faster than using the single reference, two reference and three
reference nodes based PL&T method in the battlefield oriented Mobile Ad hoc
Networks. The simulation results show that the lower relative speed bound of
any participating node increased the switching overhead, the decreasing
received energy with increasing number of the multi-sectored beams reduced
tracking accuracy and the strict friendly authentication overhead depends upon
the time period between two latest periodic authentication failures.
",cs
"  Skewness of temperature fluctuations of the cosmic microwave background (CMB)
produced by initially Gaussian adiabatic perturbations with the flat
(Harrison-Zeldovich) spectrum, which arises due to non-linear corrections to a
gravitational potential at the matter-dominated stage, is calculated
quantitatively. For the standard CDM model, the effect appears to be smaller
than expected previously and lies below the cosmic variance limit even for
small angles. The sign of the skewness is opposite to that of the skewness of
density perturbations.
",astro-ph
"  We combine spectra of VY CMa obtained with the short- and long-wavelength
spectrometers, SWS and LWS, on the Infrared Space Observatory to provide a
first detailed continuum spectrum of this highly luminous star. The
circumstellar dust cloud through which the star is observed is partially
self-absorbing, which makes for complex computational modeling. We review
previous work and comment on the range of uncertainties about the physical
traits and mineralogical composition of the modeled disk. We show that these
uncertainties significantly affect the modeling of the outflow and the
estimated mass loss. In particular, we demonstrate that a variety of quite
diverse models can produce good fits to the observed spectrum. If the outflow
is steady, and the radiative repulsion on the dust cloud dominates the star's
gravitational attraction, we show that the total dust mass-loss rate is $\sim
4\times 10^{-6}M_{\odot}$ yr$^{-1}$, assuming that the star is at a distance of
1.5 kpc. Several indications, however, suggest that the outflow from the star
may be spasmodic. We discuss this and other problems facing the construction of
a physically coherent model of the dust cloud and a realistic mass-loss
analysis.
",astro-ph
"  We consider a setting in which bidders participate in multiple auctions run
by different sellers, and optimize their bids for the \emph{aggregate} auction.
We analyze this setting by formulating a game between sellers, where a seller's
strategy is to pick an auction to run. Our analysis aims to shed light on the
recent change in the Display Ads market landscape: here, ad exchanges (sellers)
were mostly running second-price auctions earlier and over time they switched
to variants of the first-price auction, culminating in Google's Ad Exchange
moving to a first-price auction in 2019. Our model and results offer an
explanation for why the first-price auction occurs as a natural equilibrium in
such competitive markets.
",cs
"  We explore the possibility of the formation of globular clusters under
ultraviolet (UV) background radiation. One-dimensional spherical symmetric
radiation hydrodynamics (RHD) simulations by Hasegawa et al. have demonstrated
that the collapse of low-mass (10^6-10^7 solar masses) gas clouds exposed to
intense UV radiation can lead to the formation of compact star clusters like
globular clusters (GCs) if gas clouds contract with supersonic infall
velocities. However, three-dimensional effects, such as the anisotropy of
background radiation and the inhomogeneity in gas clouds, have not been studied
so far. In this paper, we perform three-dimensional RHD simulations in a
semi-cosmological context, and reconsider the formation of compact star
clusters in strong UV radiation fields. As a result, we find that although
anisotropic radiation fields bring an elongated shadow of neutral gas, almost
spherical compact star clusters can be procreated from a ""supersonic infall""
cloud, since photo-dissociating radiation suppresses the formation of hydrogen
molecules in the shadowed regions and the regions are compressed by UV heated
ambient gas. The properties of resultant star clusters match those of GCs. On
the other hand, in weak UV radiation fields, dark matter-dominated star
clusters with low stellar density form due to the self-shielding effect as well
as the positive feedback by ionizing photons. Thus, we conclude that the
""supersonic infall"" under a strong UV background is a potential mechanism to
form GCs.
",astro-ph
"  We investigate the relative importance of two galactic outflow suppression
mechanisms : a) Cosmological infall of the intergalactic gas onto the galaxy,
and b) the existence of a hot circumgalactic medium (CGM). Considering only
radial motion, the infall reduces the speed of outflowing gas and even halts
the outflow, depending on the mass and redshift of the galaxy. For star forming
galaxies there exists an upper mass limit beyond which outflows are suppressed
by the gravitational field of the galaxy. We find that infall can reduce this
upper mass limit approximately by a factor of two (independent of the
redshift). Massive galaxies ($\gtrsim 10^{12} M_{\odot}$) host large reservoir
of hot, diffuse CGM around the central part of the galaxy. The CGM acts as a
barrier between the infalling and outflowing gas and provides an additional
source of outflow suppression. We find that at low redshifts ($z\lesssim3.5$),
the CGM is more effective than the infall in suppressing the outflows.
Together, these two processes give a mass range in which galaxies are unable to
have effective outflows. We also discuss the impact of outflow suppression on
the enrichment history of the galaxy and its environment.
",astro-ph
"  In this paper, a theoretical approach, comprising the non-equilibrium Green's
function method for electronic transport and Landau-Khalatnikov equation for
electric polarization dynamics, is presented to describe polarization-dependent
tunneling electroresistance (TER) in ferroelectric tunnel junctions. Using
appropriate contact, interface, and ferroelectric parameters, measured
current-voltage characteristic curves in both inorganic
(Co/BaTiO$_{3}$/La$_{0.67}$Sr$_{0.33}$MnO$_{3}$) and organic (Au/PVDF/W)
ferroelectric tunnel junctions can be well described by the proposed approach.
Furthermore, under this theoretical framework, the controversy of opposite TER
signs observed experimentally by different groups in
Co/BaTiO$_{3}$/La$_{0.67}$Sr$_{0.33}$MnO$_{3}$ systems is addressed by
considering the interface termination effects using the effective contact
ratio, defined through the effective screening length and dielectric response
at the metal/ferroelectric interfaces. Finally, our approach is extended to
investigate the role of a CoO$_{x}$ buffer layer at the Co/BaTiO$_{3}$
interface in a ferroelectric tunnel memristor. It is shown that, to have a
significant memristor behavior, not only the interface oxygen vacancies but
also the CoO$_{x}$ layer thickness may vary with the applied bias.
",cond-mat
"  We report results from HST/NICMOS 2 micron imaging polarimetry of the central
region of Centaurus A. In the vicinity of the nucleus we observe a complex
polarization structure which we explain by a combination of scattering of
nuclear light and dichroic polarization associated with the dust lane. The
scattered nuclear radiation is found in an angular region which extends over ~
70 degrees and thus it does not originate from a highly collimated beam, but is
associated with more omni-directional nuclear illumination. These observations
also show the presence of an unresolved, highly polarized (P = 11.1 %) nuclear
source whose polarization angle PA = 148.2 degrees is perpendicular to the jet
axis. We set an upper limit of 0.04'' (~0.8 pc) to its extent. The observed
nuclear polarization is naturally accounted for if we are observing scattered
light from an otherwise obscured nucleus provided that both the scattering
region and the occulting torus are extremely compact, with an outer radius of
less than ~ 1 pc. Alternatively, we might be directly seeing the infrared
counterpart of the radio core, similar to those found in other low luminosity
radio-galaxies observed with HST. We discuss these results in the framework of
the FRI / BL Lac unifying model.
",astro-ph
"  The Pareto probability distribution is widely applied in different fields
such us finance, physics, hydrology, geology and astronomy. This note deals
with an application of the Pareto distribution to astrophysics and more
precisely to the statistical analysis of mass of stars and of diameters of
asteroids. In particular a comparison between the usual Pareto distribution and
its truncated version is presented. Finally a possible physical mechanism that
produces Pareto tails for the distribution of the masses of stars is suggested.
",astro-ph
"  We give a complete classification of del Pezzo surfaces with quotient
singularities and Picard rank 1 which admit a Q-Gorenstein smoothing.
  There are 14 infinite families of toric examples. The surfaces in each family
correspond to solutions of a Markov-type equation. The remaining surfaces are
obtained as deformations of the toric surfaces or belong to a finite list of
sporadic surfaces.
",math
